NAME	DESCRIPTION	A54933	A54934	A54935	A54936	A54937	A54938
MYL10	na	195.8638	164.221	169.3427	75.7517	74.7068	63.7881
POR	na	71.8646	64.4489	74.6673	86.9418	89.1153	89.4109
KIT	na	34.2964	27.3211	34.5741	33.6315	39.9515	28.1499
PEX1	na	3.3425	3.5586	3.5071	3.2574	3.5551	2.9212
MOB1B	na	2.8932	2.5796	3.9081	3.0445	3.0211	3.4043
SLC5A6	na	1.8598	2.3386	2.1037	2.0428	1.4123	1.6267
POLE	na	11.4616	12.8886	12.0181	10.3049	8.8855	8.7497
STX1A	na	0.2901	0.3934	0.2739	0.3913	0.3591	0.2664
GATAD1	na	19.2959	19.7147	21.5538	21.1763	21.3269	21.581
ZNF655	na	6.4975	6.2134	6.8763	7.7836	7.7652	6.8532
IFT22	na	22.6069	22.5575	20.8452	23.5491	22.6544	22.8584
FGFRL1	na	3.9116	3.6882	3.8485	4.5219	4.3712	3.8991
UBC	na	48.4322	53.1169	48.6826	53.3738	47.5813	55.0691
CLDN4	na	0.2834	0.0935	0.4803	0.1105	0.4209	0.31
DYNLL1	na	40.4733	46.2617	39.8676	41.495	36.8331	42.243
LMBR1	na	1.0566	1.0593	1.3272	0.8667	0.7529	0.8301
EVI5	na	2.4244	2.3127	2.1541	3.0487	2.6833	2.8271
GLTP	na	93.8344	80.2213	88.0032	99.3743	110.7602	104.4339
STEAP4	na	0.2461	0.2619	0.1158	0.0938	0.1165	0.1903
TMEM175	na	11.5478	11.0231	12.6028	12.263	12.7583	11.9361
ATRAID	na	33.4383	34.2458	34.163	32.8054	35.9387	34.2256
CAD	na	19.363	22.3012	19.5006	17.0363	14.2571	15.2426
TRPV4	na	0.1965	0.252	0.2679	0.2551	0.1601	0.1934
CHFR	na	23.1802	22.8572	25.2675	24.1669	25.8753	23.8548
PPP1CB	na	18.8428	16.1001	19.9458	18.7383	19.5599	20.5093
MED28	na	13.7841	14.0671	13.5893	13.4233	13.0784	14.3548
QDPR	na	63.5683	63.3607	61.7074	52.5418	51.0555	49.922
NCAPG	na	6.8983	7.8227	7.6385	6.928	7.1006	6.737
LCORL	na	1.2098	0.9393	1.1305	1.4662	1.7112	1.4858
GTF2IRD2	na	3.2183	3.0743	3.1914	2.3648	2.2335	2.2958
CASTOR2	na	1.8931	1.843	1.9868	2.2175	2.5848	2.2418
NCF1	na	111.7442	119.9766	109.9986	144.3571	127.2906	141.4265
GTF3A	na	49.2845	53.3991	46.7348	44.3972	36.6629	43.5643
MTIF3	na	3.6464	3.6931	3.6684	3.4097	3.254	3.4314
LNX2	na	3.8634	3.3408	3.8129	4.1356	4.2789	3.793
MRPS18C	na	17.7705	21.2603	20.8636	19.0337	18.4857	20.4757
CYTH3	na	5.1332	4.4284	5.7881	7.2616	8.6114	7.875
MED13L	na	6.8107	5.9558	6.7578	6.2289	7.8271	6.1101
MAFK	na	12.0378	11.5562	12.9888	11.945	12.4877	10.7452
YWHAH	na	97.5873	101.862	111.308	99.5456	92.4596	97.8593
SART3	na	24.0596	24.174	23.3976	22.229	20.2146	21.0143
FIS1	na	106.3213	105.2088	102.1119	92.6225	87.5976	95.2075
MDH2	na	268.943	275.269	247.9283	255.4167	227.7934	247.8577
TMEM129	na	11.8677	13.8828	12.4416	11.2887	10.7489	11.1587
COPS6	na	49.2383	52.3671	45.8324	44.07	40.6403	45.5771
AP4M1	na	8.5864	10.4952	9.44	7.2922	7.2568	6.8991
GTF2IRD1	na	8.5627	8.0365	8.3817	9.0957	10.1106	8.9799
RFC2	na	172.8202	165.236	173.1981	131.6115	130.7547	132.0224
DENR	na	27.1353	32.7655	28.8972	33.1382	25.7264	32.7361
ZNF605	na	1.6074	1.3851	1.6386	1.638	1.9186	1.5265
ACHE	na	9.7806	8.2234	18.7342	7.2514	8.3843	7.3635
TRIP6	na	13.29	12.8374	15.4902	12.2024	13.3623	12.8981
AGAP3	na	19.1918	21.1518	20.0613	18.757	15.7373	18.2146
OGFOD2	na	18.2977	17.2102	17.5558	15.1473	14.9375	14.709
SBDS	na	31.9303	34.9367	31.5799	31.8723	30.6192	31.6656
CRCP	na	29.2856	31.204	27.9621	30.069	27.1623	28.051
ASL	na	18.3493	16.7795	16.8051	17.0339	16.2786	16.705
GUSB	na	47.8679	57.389	46.5032	49.8941	41.3922	49.5281
HADHA	na	37.9868	37.144	36.8468	34.4521	35.1457	34.1498
IL6	na	3.4177	3.4924	4.862	6.2054	4.1987	6.1557
TYMS	na	10.9974	13.465	11.0462	9.2046	6.5174	8.4431
ISCU	na	35.1021	32.832	30.6466	30.9564	31.4764	31.4644
FAM20C	na	10.2563	12.6914	9.8046	14.2976	11.0615	14.1621
PRKAR1B	na	0.2801	0.347	0.3678	0.3803	0.3168	0.5533
PDGFA	na	0.6214	0.6371	0.7373	0.7174	0.722	0.5158
DNAAF5	na	14.3028	13.4052	17.2206	14.1116	14.9869	13.3786
GET4	na	35.0267	37.6888	33.1285	31.2179	27.4475	31.562
PTPN12	na	26.7322	26.3062	30.3399	32.4878	33.016	34.2938
HGF	na	11.8771	9.4399	15.7813	11.5738	15.3621	11.9289
CDK14	na	0.2177	0.2413	0.1587	0.8392	0.7516	1.0231
PSMC2	na	27.5517	29.308	26.1135	25.6972	20.8812	24.5444
XRCC2	na	2.7815	2.9765	2.6463	2.3699	2.148	2.0542
PRKAG2	na	4.5459	4.6306	4.3518	4.4079	4.6294	4.4285
RHEB	na	12.6257	12.9114	13.2014	14.164	12.1099	12.9927
ABCF2	na	72.0327	79.9968	70.1852	70.5936	51.3653	58.1314
NUB1	na	41.26	38.3079	39.9133	41.3059	45.3993	40.8302
TMUB1	na	12.0208	10.6286	10.3232	11.2161	10.7341	10.5608
FASTK	na	18.3798	21.3134	18.1694	16.8144	14.9418	16.5147
SLC4A2	na	8.2034	9.0586	8.4512	6.831	5.6375	6.8543
CDK5	na	20.2375	21.9364	20.0259	18.6787	16.9981	20.2071
ABCB1	na	3.3974	4.1921	3.1743	3.8142	3.5559	3.4531
ABCB8	na	17.0774	18.888	16.4189	13.0918	11.2394	11.6998
KLHL7	na	4.0405	4.3094	4.2597	4.5316	5.1863	4.6339
FAM126A	na	5.5087	5.525	7.1161	5.553	6.1388	5.7557
TOMM7	na	113.8127	127.0711	112.2047	106.611	100.1917	110.7946
RINT1	na	4.1096	4.4883	4.8492	3.7814	4.0646	3.7295
KMT2E	na	17.8862	17.1331	18.1586	17.4597	21.274	17.5554
ORC5	na	13.3007	14.7294	14.9397	13.6929	14.4128	13.6093
DNAJC2	na	20.7598	23.364	21.5735	21.8822	18.6087	20.6381
PMPCB	na	13.1538	13.3064	12.759	12.8779	13.0206	12.9757
BST1	na	7.7353	9.2318	5.5203	9.4011	9.3855	12.2533
CD38	na	4.7679	5.4744	4.9651	13.9599	14.0887	19.643
PROM1	na	1.4015	1.7297	1.2692	0.5177	0.2767	0.5538
PACRGL	na	6.9523	6.9146	6.3387	6.4758	5.722	5.7551
ADGRA3	na	5.4678	5.5316	5.7051	6.3939	6.2151	6.2458
AFAP1	na	0.3204	0.2929	0.2556	0.1775	0.205	0.131
HTRA3	na	3.8697	2.1736	3.3228	1.1864	1.6133	1.2327
TRMT44	na	2.2979	2.408	2.4476	2.2979	1.7884	2.1409
ACOX3	na	10.733	11.2789	11.4538	9.5419	10.3509	9.488
RGS12	na	5.2988	4.6146	6.1373	4.1821	4.8077	4.0472
HGFAC	na	3.5948	4.0573	6.5351	2.3412	2.6504	2.8542
LRPAP1	na	43.1275	42.8204	41.3733	44.3153	46.6329	47.5975
HTT	na	4.4885	4.8107	4.76	4.4847	4.3681	4.3799
ADD1	na	26.9104	25.5098	29.6753	30.8408	33.2853	31.1303
PCDH7	na	1.9922	2.2096	2.4477	1.9315	2.2364	2.2695
RNF4	na	66.6982	67.5341	68.5145	70.0202	68.8279	66.1663
NELFA	na	13.6187	13.6446	12.8588	12.5493	12.8513	12.4148
MAN2B2	na	48.1844	39.388	45.1317	44.0269	42.7715	43.3434
EVC	na	0.3189	0.1959	0.3517	0.4067	0.3456	0.4251
STX18	na	8.0822	8.0784	7.7218	7.2841	6.5556	7.1644
ZBTB49	na	1.1218	1.1619	1.3207	1.1837	1.0669	1.0066
RAB28	na	16.557	15.8258	16.5024	14.4162	14.6252	15.0565
DNAJB6	na	4.2441	4.7479	4.6617	4.6276	4.4814	4.1365
FOSL2	na	5.4594	6.2794	5.1354	6.7274	9.3551	8.6323
RBKS	na	5.4164	6.0224	4.601	3.8613	2.8236	3.9142
SLC4A1AP	na	4.9362	5.3685	4.5827	4.7556	4.5179	4.4758
EIF2B4	na	18.2831	18.847	17.4838	15.3551	13.3322	14.0384
SNX17	na	49.8827	49.804	47.2728	44.778	42.1756	45.2432
PPM1G	na	145.5345	148.3954	143.954	130.1611	104.7356	121.4661
NRBP1	na	27.7013	28.7653	27.2551	27.8469	25.4017	26.0705
KRTCAP3	na	2.3799	3.1555	2.596	2.3403	2.5359	2.0673
OCIAD1	na	41.6917	47.012	45.3568	46.2333	45.7052	45.6234
OCIAD2	na	2.4857	2.2438	3.1445	2.7148	3.1227	2.9072
SPATA18	na	0.1091	0.2038	0.2808	0.1031	0.1443	0.0907
SGCB	na	3.3149	3.1698	3.7956	3.3928	3.1034	3.5578
CGREF1	na	0.2023	0.4504	0.2923	0.2518	0.314	0.3827
KHK	na	39.4761	35.9983	39.2103	35.4989	38.1335	36.3892
EMILIN1	na	56.3538	57.0041	61.3391	50.9194	54.1058	54.0992
AGBL5	na	4.949	4.3875	5.2488	4.5655	5.9566	4.2896
MAPRE3	na	0.6174	0.6298	0.6631	1.0889	1.6187	1.7929
DHX15	na	57.8366	61.4484	60.3956	62.6668	57.1559	56.2349
PGM2	na	18.7707	16.2392	19.4658	18.3787	20.8803	18.7747
SEPSECS	na	4.6576	4.7079	4.9903	4.4117	4.0953	3.8484
TBC1D1	na	6.2869	5.8293	6.0039	7.0318	7.6814	7.5466
SLC35F6	na	10.6359	12.419	10.4879	17.4069	16.8192	19.9994
ANAPC4	na	9.3895	10.3077	9.6621	10.2718	9.5359	9.5362
CENPA	na	70.9098	73.7663	68.8331	65.3206	65.943	63.459
KLF3	na	10.1789	9.3422	9.5689	15.6138	18.2173	18.4883
ZCCHC4	na	2.5508	2.9399	2.7839	2.1684	2.1158	2.0157
FAM114A1	na	2.5686	2.5409	2.2839	3.9129	5.1385	4.7202
SEL1L3	na	1.6115	0.9886	1.8101	1.5675	2.1174	1.6532
KIAA0232	na	3.5091	3.8337	4.2532	3.8663	3.8589	3.7402
RFC1	na	14.7124	15.1557	14.2391	14.596	14.2559	13.606
TBC1D14	na	5.5544	5.7623	5.8687	6.1479	6.5019	6.5457
TADA2B	na	5.3393	5.5975	7.0148	4.8344	4.7243	4.8442
GRPEL1	na	21.7356	24.6826	21.0732	21.1673	18.3436	21.364
LIAS	na	7.6355	7.6901	6.9694	6.752	6.2142	6.6558
UGDH	na	6.784	7.7332	6.7486	7.043	6.7966	6.7355
PDS5A	na	16.9574	19.6421	18.9874	20.3409	20.1928	17.914
UBE2K	na	17.5073	19.0899	17.1146	18.0574	15.9897	16.9333
RHOH	na	9.206	8.4872	9.5423	8.8297	10.528	9.2675
APBB2	na	0.1243	0.1435	0.2238	0.1243	0.1991	0.1516
GUF1	na	3.5529	4.3361	4.4591	3.5935	3.4142	3.6137
GNPDA2	na	2.5139	2.0353	2.8828	2.9474	3.0833	2.6801
COMMD8	na	11.9758	11.708	11.5282	12.1002	10.502	11.9217
TEC	na	23.0013	22.0881	26.7298	17.6942	19.7471	17.5067
SLC30A9	na	6.1036	6.2707	6.6189	6.3832	7.643	6.3484
UCHL1	na	3.3685	3.491	2.963	4.703	3.1743	5.1218
LNX1	na	0.0126	0.0344	0.058	0.1404	0.1729	0.1868
CHIC2	na	5.2767	5.2424	5.2893	4.8568	4.7769	5.1519
SRD5A3	na	8.9664	9.8156	8.5539	9.3382	8.4878	9.3406
TMEM165	na	36.9244	38.5484	35.6864	32.0954	27.3884	31.7655
CLOCK	na	1.1403	1.6135	1.2934	1.8194	1.8508	1.9848
PPAT	na	14.4145	15.4373	15.1545	14.9528	12.636	13.1781
PAICS	na	147.2687	135.4064	143.1661	134.4752	134.7861	122.646
REST	na	4.9026	5.4589	5.2386	5.7697	6.8453	6.2111
POLR2B	na	21.0117	21.6524	21.8162	20.8892	20.4682	18.575
CENPC	na	7.4621	7.9646	8.0382	8.277	8.7631	7.5277
STAP1	na	8.9612	8.2765	9.0245	16.4795	17.9998	18.6954
PIGG	na	1.9006	2.4314	2.2585	2.1655	1.9079	1.8952
DR1	na	13.3092	10.8158	12.196	13.7987	14.5075	14.1349
MTF2	na	13.1508	12.7992	13.9459	12.7285	13.1238	12.9426
DIPK1A	na	6.8136	7.3064	7.223	7.956	9.0647	9.1633
GFI1	na	45.3671	46.4268	42.1799	29.7304	25.9525	26.2682
GLMN	na	3.4202	3.1221	3.4673	3.6293	3.7454	3.6732
BRDT	na	0.2976	0.178	0.2883	0.3306	0.4419	0.3023
CDC7	na	5.9618	8.297	7.3558	5.972	5.1856	5.5851
TGFBR3	na	1.7934	1.4431	1.9729	1.8655	2.3825	2.0891
ZNF326	na	4.2759	5.5833	4.5157	4.4488	3.8215	4.21
RUFY3	na	2.1964	2.4734	2.3479	3.1622	3.0912	3.3709
GBP6	na	1.4121	1.2423	2.401	2.8256	3.6954	3.2461
ABCG2	na	0.2564	0.1749	0.4282	0.8976	1.036	0.9064
SPP1	na	276.5556	425.429	258.2567	207.7018	189.7957	303.8792
NUDT9	na	22.088	22.2575	21.4596	20.9414	20.8053	21.8998
HSD17B11	na	23.9049	21.4014	21.9024	22.8957	25.7687	23.3154
KLHL8	na	0.8171	0.8352	0.7459	0.9018	0.7902	0.8055
AFF1	na	8.3675	7.6707	8.1919	9.4411	11.3326	9.7436
GPAT3	na	0.8439	0.8514	0.5989	0.9101	1.1859	0.7643
COQ2	na	23.4277	24.7022	23.7172	21.3048	19.035	20.4011
PLAC8	na	738.5336	719.2303	721.3565	434.0434	415.7543	443.5783
ENOPH1	na	25.8987	27.6561	24.2987	24.4307	20.1106	22.6451
HNRNPDL	na	35.1685	45.057	40.3022	37.5878	28.7135	34.1097
CDS1	na	1.8114	1.8312	1.6604	2.4979	1.9897	2.3864
ANTXR2	na	2.6831	2.6687	2.7565	3.1452	3.7533	3.6071
TPST2	na	50.7862	46.7596	54.8464	53.0992	47.2599	49.1075
TFIP11	na	21.4951	22.8634	21.521	21.5289	19.4559	21.6588
SRRD	na	15.7207	17.0327	15.5246	15.6624	13.4223	15.3181
TESC	na	19.9077	11.2659	30.2768	19.1197	21.8318	18.3828
RFC5	na	21.3847	22.8153	20.1516	18.0517	14.9766	16.3674
WSB2	na	8.8136	8.2963	8.0033	9.7155	9.28	10.8878
DCK	na	14.892	15.5165	14.9044	16.6228	18.5903	16.5504
RASSF6	na	0.6107	0.5187	0.5771	0.5449	0.6685	0.5943
CXCL6	na	2.5559	2.2498	5.0503	8.5087	10.5154	11.3662
PPBP	na	472.3261	312.6401	762.716	305.1586	361.0397	299.3242
MTHFD2L	na	2.4799	2.0212	2.259	2.329	2.0474	2.3108
SHROOM3	na	0.1712	0.1554	0.1918	0.095	0.1551	0.1085
CCNG2	na	8.9405	7.86	8.9777	8.463	12.1753	9.2205
GTF2H3	na	5.7852	5.9694	6.6123	5.6348	5.643	5.9001
EIF2B1	na	31.9204	35.2044	29.8231	29.7824	25.381	27.0658
DDX55	na	4.7188	5.4626	5.2053	4.2822	3.3826	3.9308
TMED2	na	42.5652	47.833	42.9414	40.1393	37.1595	38.7484
RILPL1	na	2.8774	2.0166	2.907	2.9489	3.9397	3.8815
CDK2AP1	na	18.4102	23.481	19.1667	18.5343	14.4128	16.8581
RCHY1	na	14.7891	15.5684	15.3718	14.0329	13.4994	14.0798
RILPL2	na	103.0415	98.0669	90.0489	155.7122	138.4944	162.0651
SNRNP35	na	18.119	20.8583	17.7098	18.7905	13.886	16.4871
ARL6IP4	na	74.162	87.244	70.8142	64.5783	51.3957	66.1642
G3BP2	na	30.5576	29.4727	30.8045	37.0168	38.1947	36.5388
PITPNM2	na	2.2838	2.3612	2.9083	2.2889	1.9717	2.0859
USO1	na	17.9456	19.6534	19.6071	21.5558	19.7983	21.4012
ABCB9	na	1.161	0.8678	1.1809	0.9744	1.0075	0.977
PPEF2	na	0.1017	0.0795	0.1593	0.0638	0.1403	0.0687
NAAA	na	6.4079	7.7448	5.798	4.7585	4.8177	5.4759
KNTC1	na	7.0462	7.6333	7.0061	6.4672	6.2081	5.8877
SDAD1	na	18.0781	20.1356	17.7473	17.4441	14.8775	14.7716
SLC15A4	na	11.6683	13.8317	12.0493	14.2938	13.9795	14.3104
RSRC2	na	11.9622	12.774	11.8128	11.4439	11.4948	11.7213
SCARB2	na	21.1174	21.4237	20.2962	21.8718	26.475	23.2806
ZCCHC8	na	16.1827	17.4965	16.3026	15.5591	14.994	14.9654
STX2	na	12.1303	11.1845	13.745	12.9823	13.3483	14.8178
NIPSNAP2	na	16.0395	15.0927	16.1873	17.2789	18.5564	17.3144
DIABLO	na	10.0625	10.494	9.497	9.3174	8.7209	8.9411
MMP17	na	0.2064	0.1928	0.2291	0.2112	0.1934	0.1592
BCL7A	na	3.3308	3.7196	3.3864	2.9037	2.7218	2.4296
SFSWAP	na	16.6127	19.779	18.0511	16.2709	15.8637	16.3382
WDR66	na	0.0209	0.0903	0.0331	0.1439	0.1303	0.1431
PSPH	na	20.0734	19.9226	17.2937	15.6287	10.7507	13.3622
RHOF	na	13.7941	10.5862	17.1221	15.3966	15.9573	16.3015
TMEM116	na	0.1073	0.0918	0.0745	0.1997	0.2252	0.1776
MAPKAPK5	na	5.9047	7.3188	6.5571	5.6163	5.0882	5.7871
ALDH2	na	241.041	197.4605	242.6212	197.3399	213.5148	194.4857
ACAD10	na	1.7823	1.5517	1.9372	1.5443	2.0543	1.5958
BRAP	na	10.8188	11.2526	11.7022	11.013	11.2136	11.0761
VPS29	na	20.7733	25.2221	22.2321	21.9384	19.526	22.1588
FAM216A	na	33.2171	27.4132	28.0061	26.7051	29.9449	27.982
GPN3	na	19.6516	20.4254	18.7357	17.3742	16.1314	15.5026
ANAPC7	na	22.0693	22.5879	21.7855	19.8224	19.3212	18.9087
ATP2A2	na	38.5655	42.1654	41.2847	43.1855	38.4248	38.739
P2RX7	na	4.2588	3.7175	4.897	7.7634	9.3229	8.8541
IFT81	na	1.2544	0.7944	1.0825	1.3505	2.0122	1.2724
P2RX4	na	23.3731	20.9724	25.6659	38.0362	46.8412	44.1333
CAMKK2	na	23.4376	25.2302	22.9042	21.1282	19.3296	19.5533
ANAPC5	na	173.7301	192.0084	170.8565	165.1417	142.2747	155.4125
RNF34	na	15.4323	16.3597	16.0575	18.7403	18.7588	19.1253
KDM2B	na	6.0379	5.4667	5.9676	5.4785	6.1761	5.6104
MORN3	na	0.2289	0.1342	0.1805	0.2605	0.1423	0.0677
NCOR2	na	12.3168	12.4369	12.0412	13.3226	12.3862	12.9738
DHX37	na	10.5627	11.0859	10.1298	10.1423	8.5024	9.1286
AACS	na	36.9146	36.8582	39.4189	37.5972	30.0604	32.9507
ANXA3	na	90.6935	107.1593	81.9194	74.6999	61.967	72.241
MRPL1	na	5.2864	5.1451	4.6703	5.229	4.8587	5.4018
SLC49A3	na	5.8694	7.8073	6.3582	5.2009	5.4462	5.0514
PXMP2	na	4.9591	5.4639	4.2605	3.1144	2.8334	3.5245
PGAM5	na	21.8472	19.866	19.2563	22.0312	18.125	18.7981
ANKLE2	na	7.944	8.4	8.3641	7.9741	8.6143	7.9326
GOLGA3	na	3.2518	3.4183	3.4677	3.6798	3.7356	3.4031
DDX51	na	6.6227	7.9796	7.0265	6.467	4.8898	5.3615
EP400	na	14.6861	14.3007	15.1386	13.7768	13.8305	12.657
PUS1	na	31.6297	34.9216	29.6563	29.5081	24.1423	27.6671
GPC2	na	2.7421	2.7564	2.9367	2.4211	2.5315	2.129
ULK1	na	14.0504	12.1203	13.5333	14.0372	18.1513	14.0771
PRKAB1	na	28.2014	27.2162	29.7725	27.5504	27.4925	26.5611
CIT	na	3.4573	3.7933	3.6458	3.0064	3.0794	2.6181
RAB35	na	37.325	40.6086	39.7127	42.9867	37.5235	40.7279
CHEK2	na	13.0831	14.1319	15.2804	13.8135	16.0214	14.0545
SIRT4	na	3.9991	4.225	4.1611	3.9187	4.1335	4.0064
PXN	na	20.2602	19.5354	19.2093	22.4765	21.9527	21.7926
TRIAP1	na	28.1015	31.2823	30.9255	32.0696	30.3185	30.2243
GATC	na	17.6531	19.046	19.5326	20.3057	19.4186	18.5529
SRSF9	na	47.0066	53.8022	47.8656	50.8394	45.4228	49.2833
CABP1	na	0.04	0.1451	0.1518	0.2063	0.1992	0.2509
ACADS	na	58.9967	52.7242	53.0772	51.7	53.293	51.8934
INTS1	na	23.287	24.2932	23.8716	20.323	18.7239	18.9277
SPPL3	na	15.8726	15.4227	16.2083	15.6959	16.2216	15.3414
PSMG3	na	59.2595	63.8704	53.3181	54.3782	38.193	48.8936
MAD1L1	na	19.9109	21.4177	18.5659	16.7755	12.0716	14.3989
MRM2	na	7.3956	7.6704	6.9099	6.0848	5.3791	6.4457
C12orf43	na	13.4048	13.967	13.28	12.6573	12.2221	12.2324
SNX8	na	12.5174	15.784	12.7444	17.9144	14.8719	17.12
LFNG	na	19.1226	20.2059	18.3527	23.5528	25.7795	25.3074
MMAB	na	16.2305	16.9327	17.0616	15.0406	14.6595	13.9155
UBE3B	na	30.9217	28.7464	31.5011	30.0653	34.2702	29.9164
WIPI2	na	11.0652	11.609	11.1871	10.3906	9.9714	9.5325
ACTB	na	1021.8864	1005.0774	1035.3962	1420.8887	1289.8819	1450.0704
FSCN1	na	0.5876	0.4218	0.3677	1.3201	1.5974	1.2241
ZNF12	na	3.5565	3.3961	4.0929	2.9592	3.7517	3.0037
UNG	na	14.7932	14.7823	14.5092	14.3721	10.1207	11.6313
USP30	na	8.4095	8.0429	8.1408	8.9441	9.7779	9.1114
RBM19	na	5.7249	6.8367	6.0704	6.1376	4.471	5.4167
SDSL	na	15.7134	12.2101	20.508	9.3694	11.588	10.4995
PLBD2	na	16.5437	16.2138	16.3585	17.124	17.3384	17.3349
DDX54	na	41.328	44.8364	42.3949	42.7029	37.7801	41.0098
RITA1	na	2.7122	3.1083	2.8712	2.5286	1.961	2.0661
IQCD	na	0.3834	0.2282	0.2913	0.3621	0.5214	0.4371
RASAL1	na	1.0736	1.0662	1.3844	1.5564	1.2226	1.1336
OAS1	na	1.8924	2.3226	2.6585	3.3078	3.7887	3.4784
ANKRD61	na	0.1079	0.0145	0.1491	0.1233	0.0521	0.0956
AIMP2	na	43.755	50.8457	41.8076	39.6862	32.4182	38.0855
EIF2AK1	na	14.5508	14.6911	15.8265	15.0989	14.59	13.8261
RPL6	na	228.7509	169.456	172.1991	183.7473	209.2055	189.7468
ERP29	na	36.3265	41.3943	33.7219	36.4442	32.9705	37.9554
CCZ1B	na	50.4176	51.6216	50.2773	49.9049	50.9635	50.5434
ARPC1A	na	59.7634	53.9156	58.4271	59.074	56.4121	57.4039
ARPC1B	na	206.0778	224.4604	196.5437	195.3107	172.718	200.7639
PDAP1	na	54.9541	61.255	52.8998	50.5577	41.6948	49.8528
PTCD1	na	8.6864	8.1114	8.6779	7.5545	7.3977	7.4116
CPSF4	na	11.7159	12.8046	12.0456	10.5891	8.7115	9.7045
ZNF394	na	12.2398	9.9893	10.8549	8.9678	9.9221	8.6394
RNF6	na	10.7262	11.1199	11.4416	13.12	14.4157	13.3036
CDK8	na	8.7707	9.1852	8.8996	9.7524	9.4686	9.4764
USP12	na	8.0699	8.5803	7.8765	9.5715	10.0061	9.6565
RASL11A	na	0.9596	1.0069	1.1429	1.9941	1.3953	1.5317
POLR1D	na	52.7807	55.0613	50.762	49.2334	48.2187	53.0022
PAN3	na	6.3487	7.9042	7.8788	6.5345	6.6778	6.187
FLT1	na	0.26	0.2485	0.3103	0.2186	0.1784	0.155
POMP	na	154.255	178.9973	157.5525	156.5192	146.5475	160.6666
SLC46A3	na	2.7108	2.6453	2.9702	4.3642	6.1115	5.0656
MTUS2	na	0.1296	0.1808	0.1255	0.1887	0.1321	0.1173
N4BP2L2	na	3.4284	3.7079	3.649	3.6234	3.7724	3.5309
HSPH1	na	6.9401	8.3877	7.2797	6.6245	5.029	5.9077
AUTS2	na	0.1855	0.1413	0.2123	0.1062	0.1609	0.0675
LIMK1	na	7.2031	6.9737	7.5394	7.1502	7.5271	6.8581
BCL7B	na	17.5904	17.8543	17.184	18.467	16.8765	17.95
SSC4D	na	2.6192	2.9577	2.6842	2.4082	2.1571	2.5668
LRWD1	na	18.2984	18.2226	18.9913	15.6806	14.2357	15.6303
CUX1	na	24.7547	21.1062	24.1743	20.1334	22.3621	20.1541
EPO	na	2.4676	2.5786	2.5874	3.6319	3.0693	3.0654
GNB2	na	140.2873	136.3528	132.7594	140.5988	137.0367	143.7389
GIGYF1	na	13.5439	17.3498	15.3407	12.9712	11.8098	11.9537
POP7	na	26.9489	28.976	26.0091	24.7909	18.7254	24.4044
TFR2	na	26.9349	21.4798	29.6917	25.3546	27.4199	25.0933
LRCH4	na	44.9498	48.5164	47.5528	49.4832	45.178	48.1258
AGFG2	na	10.3132	9.6416	10.5023	9.6937	10.6481	9.6762
TSC22D4	na	31.1851	30.7488	30.7249	31.6044	33.0338	34.3597
PPP1R35	na	34.6731	34.7386	32.2286	28.7251	27.6534	30.6835
MEPCE	na	24.553	25.1149	26.9108	22.5128	20.0522	21.8671
ZKSCAN1	na	3.7071	4.0757	4.4247	3.7759	4.1427	3.8032
MCM7	na	86.7003	90.6586	81.767	69.3218	56.2189	62.2944
OAS3	na	3.8651	3.7299	4.6748	12.5489	19.6379	18.0296
OAS2	na	1.0441	2.1705	1.5892	8.4382	10.0443	10.8929
TPCN1	na	24.412	27.4628	26.1347	28.1535	28.8686	29.6002
SLC8B1	na	19.5757	21.1147	18.4806	16.4976	15.2435	16.5767
C12orf49	na	1.7872	2.1341	1.8989	1.9217	1.7508	1.823
FBXW8	na	28.3783	25.9543	26.7562	25.4138	24.0581	23.3957
FBXO21	na	13.1066	11.647	12.4876	12.9362	17.5243	13.1629
PPIH	na	0.8066	1.0232	0.8163	0.6848	0.5721	0.5058
TTC28	na	0.3505	0.2591	0.389	0.36	0.4856	0.3428
NOC4L	na	42.3119	44.5625	40.4328	38.8444	29.5083	34.7376
GALNT9	na	0.2578	0.2484	0.1213	0.1376	0.107	0.174
GTPBP6	na	17.7413	19.8214	19.8539	18.0469	15.6222	17.3985
CRLF2	na	83.046	75.6469	83.6147	80.2078	84.5831	86.1915
IDUA	na	12.4251	12.2407	12.2513	13.3453	15.0161	14.2255
PCGF3	na	4.1869	4.5469	4.7075	4.6778	4.4825	4.4672
RPAP2	na	6.3681	5.465	6.2504	6.4477	7.2428	6.7985
RFC3	na	10.6374	12.6609	11.2324	9.4041	8.3579	9.3756
PDS5B	na	5.1935	5.0973	5.6304	5.4058	5.9675	4.99
KCTD7	na	1.5347	1.4906	1.6712	1.2948	1.5626	1.3504
TPST1	na	4.6072	4.7523	4.3989	6.3288	6.2365	6.1427
ZBED9	na	1.2124	1.3643	1.4061	1.1728	1.2521	1.0983
GBP6	na	0.5341	0.4239	0.6012	2.1341	2.9826	2.7499
PKD2	na	1.4338	1.7006	1.5338	1.3818	1.5908	1.3317
BMP2K	na	7.3358	7.0449	9.096	8.3019	10.0133	9.2694
CNOT6L	na	6.9312	5.9492	7.1825	7.1967	8.3004	7.2869
NUP54	na	12.1577	13.4601	13.1985	12.1293	10.9276	11.1592
CXCL10	na	1.4804	3.4397	1.2489	6.6508	6.118	6.0793
